Investigador,Nombre del evento,Tipo,Lugar,Ámbito,Productos asociados,Instituciones asociadas,Participantes,Año 
Luz Esther  González REYES,Advance Photonics Congress, Congreso,Rio Grande   - Puerto Rico - Rio Grande,Internacional,Ninguno,"The Optical Socety: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Asistente
",2013
Luz Esther  González REYES,III Congreso Nacional de Ingeniería Física, Congreso,MEDELLÍN   - Universidad EAFIT,Nacional,"Study of photonic crystals on ferrofluids with nanoparticles of cobalt-zinc ferrites Co1-xZnx-Fe2O4: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL VALLE: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2012
Luz Esther  González REYES,"XI Young Research Meeting, Encontro de Jovens Pesquisadores", Encuentro,Campinas   - Universidade Estadual de Campinas,Internacional,"Hydrostatic, pressure and temperature dependence of the band structure in a 1D semiconductor photonic crystal: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL VALLE: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2011
Luz Esther  González REYES,"Latin American Workshop on Magnetism, Magnetic Materials and their applications", Congreso,MANIZALES   - Universidad Nacional de Colombia,Internacional,"Band structure of a 1D semiconductor photonic crystal under the action of hydrostatic pressure and applied magnetic fields: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL VALLE: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2010
Luz Esther  González REYES,IX National School of Condensed Matter Physics, Otro,IBAGUÉ   - Universidad del Tolima,Nacional,"Band structure of a 1D semiconductor photonic crystal: Hydrostatic, pressure and temperature dependence: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL VALLE: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2010
Luz Esther  González REYES,Second School of Mathematical Physics: Methods of functional analysis in general relativity and quantum mechanics, Taller,"BOGOTÁ, D.C.   - Universidad de los Andes",Internacional,Ninguno,"UNIVERSIDAD DEL VALLE: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Asistente
",2009
Luz Esther  González REYES,Nanophotonics and Micro/Nano Optics International Conference (NANOP 2019), Congreso,"Munich   - Munich, Germany.",Internacional,"Tunable light propagation in ferroelectric/superconductor (BTO/YBCO)N /STO 1D photonic crystal.: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL VALLE: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2019
Luz Esther  González REYES,International E- Conference on Advanced Materials Science and Graphene Nanotechnology, Congreso,Manchester   - Reino Unido - England,Internacional,"Design, Implementation and Evaluation of VIS and NIR Tunable Photonic Filters: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DEL VALLE: Patrocinadora
UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2020
Luz Esther  González REYES,"IONS Paris 2017, International OSA Network of Students", Encuentro,Paris   - París - Francia,Internacional,"Enlarged photonic band gap in 1D superconductor-dielectric (BTO/YBCO) pho- tonic crystal.: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2017
Luz Esther  González REYES,Asia Communications and Photonics Conference (ACP 2017), Congreso,Guangdong   - China - Guangdong,Internacional,"Performance Enhancement of multi-core fiber transmission using real-time FPGA based pre-emphasis: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2017
Luz Esther  González REYES,"17th International Conference on Optics, Lasers & Photonics", Congreso,Osaka-shi   - Japón - Osaka,Internacional,"Design and theoretical evaluation of (BTO/Y2O3 )2 /YBCO/(BTO/Y2O3 )2 tunable photonic filters with visible-NIR optical response: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2021
Luz Esther  González REYES,22 nd International Conference on Numerical Simulation of Optoelectronic Devices (NUSOD 2022), Otro,Newark   - Virtual,Internacional,"One channel tunable bandpass superconducting filter for wavelength selective switching applications in communications systems: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ESTHER GONZALEZ REYES: Ponente
",2022
Juan Carlos cardeño Ardila,Seminario de posgrado de maestria, Seminario,"BOGOTÁ, D.C.   - 3M",Nacional,Ninguno,"3m De Colombia: Patrocinadora
","JUAN CARLOS CARDENO ARDILA: Organizador
",2002
Juan Carlos cardeño Ardila,Semana de matematicas, Encuentro,IBAGUÉ   - UT,Nacional,Ninguno,"UT: Patrocinadora
","JUAN CARLOS CARDENO ARDILA: Organizador
",2004
Juan Carlos cardeño Ardila,congreso nacional de ciencias biologicas, Congreso,IBAGUÉ   -,,"Caracterizacion de un modelo epidemial como un modelo lineal general: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"JUAN CARLOS CARDENO ARDILA: Asistente
",1998
Juan Carlos cardeño Ardila,Tercer Encuentro nacional de profesores de ciencias exactas y naturales, Encuentro,"BOGOTÁ, D.C.   - universidad de Ibague",Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","JUAN CARLOS CARDENO ARDILA: Asistente
",2010
Juan Carlos cardeño Ardila,II seminario de formación en investigación, Seminario,IBAGUÉ   - universidad de Ibague,Nacional,Ninguno,"Fundación Red Colombiana de Semilleros de Investigación RedColsi: Patrocinadora
","JUAN CARLOS CARDENO ARDILA: Asistente
",2012
Juan Carlos cardeño Ardila,I congreso internacional pedagogía y tic, Congreso,IBAGUÉ   - universidad de Ibague,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","JUAN CARLOS CARDENO ARDILA: Ponente
",2012
Juan Carlos cardeño Ardila,II feria de innovación educativa ávaco, Otro,IBAGUÉ   - universidad de Ibague,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","JUAN CARLOS CARDENO ARDILA: Ponente
",2012
Tatiana Hernández Cifuentes,Semana de Investigación Universitaria - SIU 2014, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,"DIAGNÓSTICO PLANES DE INTERNACIONALIZACIÓN SECTOR BIOCOMBUSTIBLES TOLIMA Y ACOMPAÑAMIENTO INSTITUCIONAL: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
",2014
Tatiana Hernández Cifuentes,XVII Encuentro Nacional y XI Internacional de Semilleros de Investigación REDCOLSI, Encuentro,TUNJA   - Universidad Santo Tomás Sede Tunja,Nacional,"DIAGNÓSTICO PLANES DE INTERNACIONALIZACIÓN SECTOR BIOCOMBUSTIBLES TOLIMA Y ACOMPAÑAMIENTO INSTITUCIONAL: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
",2014
Tatiana Hernández Cifuentes,XIII Encuentro de Semilleros de Investigación RedCOLSI 2015, Encuentro,IBAGUÉ   - Centro de comercio y servicios SENA Regional Tolima,Nacional,"DIAGNÓSTICO PLANES DE INTERNACIONALIZACIÓN SECTOR BIOCOMBUSTIBLES TOLIMA Y ACOMPAÑAMIENTO INSTITUCIONAL: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LISETH ALEJANDRA VARELA MELO: Ponente
TATIANA HERNANDEZ CIFUENTES: Ponente
",2015
Tatiana Hernández Cifuentes,Semana de Investigación Universitaria - SIU 2017, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,"La promoción pública en la internacionalización del departamento del Tolima: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
",2017
Tatiana Hernández Cifuentes,XIII Encuentro Anual ALAC 2018, Encuentro,BARRANQUILLA   - Universidad del Norte,Internacional,"Fruandes Frutos de los Andes SAS: en la búsqueda de una ubicación estratégica: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
",2018
Tatiana Hernández Cifuentes,II Workshop Internacional: Investigación en Imaginarios y Representaciones, Taller,Concepción    - Universidad de Concepción,Internacional,"Croquis afectivos del miedo: Una mirada local al imaginario global: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
YORLADYS MAYILSEN MARTINEZ AROCA: Ponente
",2018
Tatiana Hernández Cifuentes,Congreso Latinoamericano de Investigación en Hotelería: Retos y oportunidades 2019, Congreso,"BOGOTÁ, D.C.   - Universidad Externado de Colombia",Internacional,"Análisis del nivel de integración de Tecnologías de la Información en la prestación de servicios hoteleros: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
",2019
Tatiana Hernández Cifuentes,Congreso Latinoamericano de Investigación en Hotelería, Congreso,"BOGOTÁ, D.C.   - Universidad Externado de Colombia",Internacional,"Análisis de la integración de TI en la prestación de servicios hoteleros: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","TATIANA HERNANDEZ CIFUENTES: Ponente
",2019
Luz Adriana Sánchez Echeverri,X Latin American Workshop on plasma Physics combined with 7th Brazilian meeting on plasma physics, Encuentro,"Sao Pedro   - Hotel Fazenda, Sao Pedro, SP, Brasil",Nacional,Ninguno,"Sociedad Brasileira De Física: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2003
Luz Adriana Sánchez Echeverri,XX Congreso Nacional de Física, Congreso,ARMENIA   - Universidad del Quindío,Nacional,"Resultados comparativos entre recubrimientos de TiN obtenidos a través de dos sistemas diferentes de generación de arco.: Demás trabajos - Demás trabajos - Póster
","Sociedad Colombiana De Física: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2003
Luz Adriana Sánchez Echeverri,I Semana Técnica de Ingeniería Física, Encuentro,MANIZALES   - Campus La Nubia,Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente , Organizador
",2002
Luz Adriana Sánchez Echeverri,XIX Congreso Nacional de Física, Congreso,MANIZALES   - Campus La Nubia,Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2001
Luz Adriana Sánchez Echeverri,II Congreso Nacional de Matemáticas Asistidas por Computador., Congreso,MANIZALES   - Universidad de Caldas,Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente
",2003
Luz Adriana Sánchez Echeverri,Seminario Internacional de Nanociencia 2010, Seminario,"BARRANQUILLA   - Barranquilla, Atlántico",Internacional,Ninguno,"Fundación Latinoamericana Para La Promoción De La Ciencia: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente
",2010
Luz Adriana Sánchez Echeverri,XVIII International Materials Research Congress, Congreso,"Cancun   - Hotel Marriot, Cancún México",Internacional,"Characterization of bamboo fiber trough the culm by using different characterization techniques: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
Materials Research Society: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2009
Luz Adriana Sánchez Echeverri,4ta Escuela de Ciencias y Nanotecnología, Otro,"Morelia   - Universidad Nacional Autonoma de Mexico, morelia, Michoacan",Internacional,Ninguno,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente
",2008
Luz Adriana Sánchez Echeverri,International School on Vibrational Spectroscopies: a hands-on introduction to ABINIT, Otro,"Querétaro   - Querétaro, México",Internacional,Ninguno,"CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2008
Luz Adriana Sánchez Echeverri,II Foro EDUCAR, Otro,"Querétaro   - UNAM, Campus Juriquilla, Queretaro",Internacional,Ninguno,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2007
Luz Adriana Sánchez Echeverri,Fundamentos y estrategias para el Desarrollo de la Inteligencia Emocional, Seminario,"MANIZALES   - Colegio San Gabriel, Manizales",Nacional,Ninguno,"COLEGIO SAN GABRIL: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2006
Luz Adriana Sánchez Echeverri,V Escuela Nacional de Física de la materia Condensada, Otro,ARMENIA   - Universidad del Quindío,Nacional,Ninguno,"Sociedad Colombiana De Física: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2003
Luz Adriana Sánchez Echeverri,III Coloquio Regional de Ciencia e Ingeniería de Materiales, Otro,Querétaro   - Centro de Física Aplicada y Tecnología Avanzada,Internacional,Ninguno,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente , Organizador
",2007
Luz Adriana Sánchez Echeverri,IV Coloquio de Ciencia e Ingeniería de Materiales, Otro,Querétaro   - Centro de Física Aplicada y Tecnología Avanzada,Internacional,Ninguno,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2008
Luz Adriana Sánchez Echeverri,Seminario de Estudiantes de Postgrado CFATA, Seminario,Querétaro   - Centro de Física Aplicada y Tecnología Avanzada,Nacional,"Determinación de fibra soluble e insoluble mediante el método AOAC 985.29: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2010
Luz Adriana Sánchez Echeverri,Seminario de Estudiantes de Postgrado 2009, Seminario,Querétaro   - Centro de Física Aplicada y Tecnología Avanzada,Nacional,"Guadua Angustifolia Kunth: Producción técnica - Presentación de trabajo - Ponencia
Distribución de la fibra a través de los culmos de Guadua Angustifolia Kunth: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador
",2009
Luz Adriana Sánchez Echeverri,Semana Universitaria de Investigaciones SUI2011, Seminario,IBAGUÉ   - Universidad de Ibagué,Nacional,"Caracterización del residuo (TAMO) de diferentes variedades de arroz en Ibagué - Propuesta de investigación: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Organizador , Ponente
",2011
Luz Adriana Sánchez Echeverri,Semana Universitaria de Investigaciones SUI2012, Seminario,IBAGUÉ   - Universidad de Ibagué,Nacional,"Memorias: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
Determinación de fibra mediante métodos enzimáticos: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2012
Luz Adriana Sánchez Echeverri,Semana Universitaria de Investigaciones SUI 2013, Seminario,IBAGUÉ   - Universidad de Ibagué,Nacional,"Distribución de la fibra a través de los culmos de Guadua Angustifolia Kunth: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2013
Luz Adriana Sánchez Echeverri,III Congreso Internacional de Nixtamalización, Congreso,Querétaro   -,Internacional,"Del Maíz a la arepa, estudios sobre las propiedades fisicoquímicas de harianas de maíz utilizadas para preparar arepas en Colombia: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente , Compilador de memorias , Organizador
",2008
Luz Adriana Sánchez Echeverri,XXV International Materials Research Congress, Congreso,Cancun   - Hotel Marriot Cancún,Internacional,"GUADUA: A NEW FIBER FOR REINFORCEMENT IN COMPOSITE MATERIALS: Producción técnica - Presentación de trabajo - Ponencia
","Universidad de Los Andes Colciencias: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2016
Luz Adriana Sánchez Echeverri,4th International Conference on Sustainability Construction Materials and Technologies SCMT4, Congreso,Las Vegas - Nevada   - Universidad de Nevada,Internacional,"Distribution Analysis of Fiber into Bamboo Culms- A Natural Fiber for Being Used as Reinforcement: Producción técnica - Presentación de trabajo - Ponencia
","Universidad de Los Andes Colciencias: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2016
Luz Adriana Sánchez Echeverri,"19th International Symposium on Wood, Fibre and Pulping Chemistry", Simposio,Porto Seguro   - Arraial d`Ajuda Eco Resort and Convention Center,Internacional,"Surface and structure characterization of bamboo fibers after pulping treatment with Calcium Hydroxide: Demás trabajos - Demás trabajos - Póster
","Universidade Federal De Viçosa: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2017
Luz Adriana Sánchez Echeverri,IX CONGRESO INTERNACIONAL DE MATERIALES CIM 2017, Congreso,BARRANQUILLA   - Universidad del Norte,Internacional,"Flexural response of fiber cement composites reinforced with Guadua fiber obtained by Kraft pulping process: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE LOS ANDES: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
",2017
Luz Adriana Sánchez Echeverri,Fifth International Conference on Sustainable Construction Materials and Technology, Congreso,kingston   - Kingston University,Internacional,"Effect of degree of refining on flexural response of fibre cement boards reinforced with Guadua Angustifolia KUNTH bamboo.: Producción técnica - Presentación de trabajo - Ponencia
Effect of degree of refining on flexural response of fibre cement boards reinforced with Guadua Angustifolia KUNTH bamboo.: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
UNIVERSIDAD DE LOS ANDES: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente , Ponente
",2019
Luz Adriana Sánchez Echeverri,I Congreso Internacional de Ciencia y Tecnología en el trópico: Aguacate Hass y Cacao, Congreso,IBAGUÉ   - Universidad del Tolima,Internacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente
",2019
Luz Adriana Sánchez Echeverri,X Semana E-Learning: Presente y Futuro en la Formación Virtual, Seminario,IBAGUÉ   - Universidad Nacional Abierta y a Distancia - UNAD,Nacional,Ninguno,"UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Asistente
",2020
Luz Adriana Sánchez Echeverri,XXV Jornada de la Investigación y Extensión, Congreso,DUITAMA   - Universidad Pedagógica y Tecnológica de Colombia - UPTC,Nacional,"Estudios Interdisciplinares de materiales compuestos y el aprovechamiento de residuos: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA UPTC: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente magistral
NELSON JAVIER TOVAR PERILLA: Ponente magistral
",2021
Luz Adriana Sánchez Echeverri,"V Congreso Internacional en Investigación e Innovación en Ingeniería, Ciencia y Tecnología de los Alimentos - IICTA2021", Congreso,MANIZALES   - Universidad Nacional de Colombia - Sede Manizales,Internacional,"Alternativas para el aprovechamiento de subproductos de cacao en San Bernardo - Tolima: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Gestionadora
","ANGELICA PIEDAD SANDOVAL ALDANA: Ponente
LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2021
Luz Adriana Sánchez Echeverri,"V Congreso Internacional en Investigación e Innovación en Ingeniería, Ciencia y Tecnología de los Alimentos - IICTA2021", Congreso,MANIZALES   - Universidad Nacional de Colombia - Sede Manizales,Internacional,"Deshidratación solar de mango, una apuesta para la generación de valor: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Gestionadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2021
Luz Adriana Sánchez Echeverri,Semana de Investigación Universitaria, Encuentro,IBAGUÉ   - Universidad de Ibague,Nacional,"Aprovechamiento de residuos plásticos de baja densidad (LPDE) para la elaboración de adoquines no convencionales: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ ADRIANA SANCHEZ ECHEVERRI: Ponente
NELSON JAVIER TOVAR PERILLA: Ponente
",2021
Nyckyiret florez barreto,Tercer encuentro Nacional de Profesores Universitarios, Encuentro,"BOGOTÁ, D.C.   - Bogota",Nacional,Ninguno,"Asociación Colombiana De Universidades - Ascun: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2007
Nyckyiret florez barreto,Foro de Educacion Superior en Competencias Matematicas, Otro,"BOGOTÁ, D.C.   -",Nacional,Ninguno,"Ministerio De Educación Nacional - Mineducación: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2006
Nyckyiret florez barreto,XV Congreso Nacional de Matemáticas, Congreso,"BOGOTÁ, D.C.   - Hotel Tequendama",Nacional,Ninguno,"Sociedad Colombiana De Matematicas: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2005
Nyckyiret florez barreto,Encuentro Internacional sobre Deserción en Educación Superior Experiencias  Significativas, Encuentro,"BOGOTÁ, D.C.   -",Nacional,Ninguno,"Ministerio De Educación Nacional - Mineducación: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2005
Nyckyiret florez barreto,XX Coloquio Distrital de Matemáticas y Estadistica, Encuentro,"BOGOTÁ, D.C.   - Universidad Pedagogica Nacional",Nacional,Ninguno,"Corporación Escuela Pedagógica Experimental - Epe: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2004
Nyckyiret florez barreto,II Seminario Departamental de Ludicas en Matematicas, Seminario,IBAGUÉ   -,Nacional,Ninguno,"Colegio Champagnat: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2005
Nyckyiret florez barreto,1er Coloquio Internacional de Didácticas y 3er Coloquio Nacional de Didáctica de la Ciencia, Otro,IBAGUÉ   - Hotel Ambalá,Nacional,Ninguno,"UNIVERSIDAD DEL TOLIMA: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Organizador
",2008
Nyckyiret florez barreto,I Coloqui Internacional en didacticas, Otro,IBAGUÉ   -,,"El aprendizaje basado en problemas ABP aplicado a las ecuaciones diferenciales: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"NYCKYIRET FLOREZ BARRETO: Asistente
",2008
Nyckyiret florez barreto,INNOVA-TE 330 Investigando la innovacion con TIC en educacion- TEAM GALILEO - TOLIMA, Congreso,"BOGOTÁ, D.C.   - Universidad de los Andes",Nacional,Ninguno,"UNIVERSIDAD DE LOS ANDES: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Ponente
",2016
Nyckyiret florez barreto,WORLD ENGINEERING EDUCATION FORUM 2013 CARTAGENA COLOMBIA, Congreso,"CARTAGENA DE INDIAS   - CENTRO DE CONVENCIONES CARTAGENA DE INDIAS, COLOMBIA",Nacional,"FUSIÓN FISICA CALCULO UNA PROPUESTA PEDAGOGICA PARA EL FORTALECIMIENTO DEL CONOCIMIENTOS CIENTIFICOS EN ESTUDIANTES DE INGENIERIA: Producción técnica - Presentación de trabajo - Ponencia
","Asociación Colombiana De Facultades De Ingeniería - Acofi: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Ponente
",2013
Nyckyiret florez barreto,CONGRESO INTERNACIONAL SOBRE EDUCACIÓN BIMODAL TELEDU 2017 INVESTIGACIÓN+TECNOLOGÍA+INNOVACIÓN, Congreso,CARTAGENA DE INDIAS   - CORALES DE INDIAS,Internacional,"DESARROLLO DE UNA CULTURA CIENTIFICA EN NIÑOS NIÑAS Y JOVENES DEL TOLIMA BPIN 2012000100101 CONVENIO INTERINSTITUCIONAL CON LA GOBERNACIÓN DEL TOLIMA: Producción técnica - Presentación de trabajo - Ponencia
","CORPORACION CENTRO INTERNACIONAL DE MARKETING TERRITORIAL PARA LA EDUCACION Y EL DESARROLLO CIMTED: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Ponente
",2017
Nyckyiret florez barreto,6° CONGRESO INTERNACIONAL DE EDUCAICÓN ABRAPALABRA, Congreso,IBAGUÉ   - HOTEL CASA MORALES,Internacional,"PROGRAMA DE FORMACIÓN DE DOCENTES EN USO DE TECNOLOGIAS DIGITALES PARA EL APRENDIZAJE DE LAS MATEMATICAS TEAM GALILEO TOLIMA: Producción técnica - Presentación de trabajo - Ponencia
","Fundación Abrapalabras: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Ponente
",2017
Nyckyiret florez barreto,XIV Congreso Internacional sobre el enfoque basado en competencias CIEBC 2018, Congreso,"BOGOTÁ, D.C.   - Orlando Florida",Internacional,"Análisis de una propuesta metodológica para la enseñanza articulada de la Fisica y el Calculo: Producción técnica - Presentación de trabajo - Ponencia
","Coorporacion CIMTED: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Ponente
",2018
Nyckyiret florez barreto,XXIV Congreso Internacional de Tecnologías de la Información en la Educación. TELEDU2018 ¿Las Nuevas Tecnologías Informáticas y el desafío de la incorporación al contexto educativo, Congreso,Rancagua   - Universidad Tecnologica de Chile,Nacional,"Pedagogía problémica y colaborativa con apoyo de laboratorios digitales como apuesta al mejoramiento de la enseñanza y aprendizaje de matemáticas en educación secundaria: Enseñanzas del proyecto TEAM GALILEO TOLIMA.: Producción técnica - Presentación de trabajo - Ponencia
","Universidad Tecnológica de Chile INACAP: Patrocinadora
","NYCKYIRET FLOREZ BARRETO: Ponente
",2018
Natalia Andrea Salazar Camacho,ll Jornada Técnica de Ingeniería Química., Otro,MANIZALES   - Auditorio Universidad Nacional,Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Organizador
",2002
Natalia Andrea Salazar Camacho,lll Jornada Técnica De Ingeniería Química, Otro,MANIZALES   - Auditorio Universidad Nacional,Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Organizador
",2003
