Investigador,Nombre del evento,Tipo,Lugar,Ámbito,Productos asociados,Instituciones asociadas,Participantes,Año 
Luz Patricia Naranjo Riano,XVIII Encontro Nacional de Fisica da Materia Condensada, Otro,   -,,"Propriedades opticas de Vidros GeO-PbO (PGO) com nanoparticulas de prata: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"LUZ PATRICIA NARANJO RIANO: Asistente
",2005
Luz Patricia Naranjo Riano,5 to Encuentro Nacional de Materiales modulo ceramicos, Encuentro,MEDELLÍN   - Medellin,Nacional,"AUMENTO DE LA EMISION DE LA TRANSICION 4F7/2 → 4I9/2 DEL ION Nd3+ EN VIDRIOS PbO-BiO-GaO CON NANOPARTICULAS DE PLATA: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2009
Luz Patricia Naranjo Riano,XI  Congreso Iberoamericano de Materiales y Metalurgia IBEROMET CONAMET 2010, Congreso,Viña del Mar   - Viñá del mar,Internacional,"CALCULO DEL RENDIMIENTO CUANTICO DE LA TRANSICIÓN 1D2->3H5 DEL ION Pr3+ EN VIDRIOS FLUORBORATOS CON NANOPARTICULAS DE PLATA: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2010
Luz Patricia Naranjo Riano,Seminario Internacional Nanociencia 2010, Seminario,BARRANQUILLA   - Barranquilla,Internacional,"CRECIMIENTO DE NANOPARTICULAS DE PLATA EN MATERIALES VITREOS Y SU INFLUENCIA EN LA LUMINISCENCIA DE LAS TIERRAS RARAS: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2010
Luz Patricia Naranjo Riano,XII Encontro de Ciencia de materiais, Otro,Recife   -,,"Nucleation of metallic Ag nanoparticles In GeO2 -PbO glasses doped with Pr: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
",Ninguno,"LUZ PATRICIA NARANJO RIANO: Asistente
",2006
Luz Patricia Naranjo Riano,XVII simpósio latinoamericano de física Del estado sólido (SLAFES 2004), Otro,Cuba   -,,"Ag nanoparticles in fluoroborate glasses doped with Pr3+: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"LUZ PATRICIA NARANJO RIANO: Asistente
",2004
Luz Patricia Naranjo Riano,VII Congreso Internacional de Materiales, Congreso,MEDELLÍN   - Medellìn,Internacional,Ninguno,"UNIVERSIDAD DE ANTIOQUIA: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2013
Luz Patricia Naranjo Riano,VII Congreso de la red latinoamericana de ciencias ambientales, Congreso,San Carlos   - TEC San Carlos,Internacional,"Los materiales ópticos como instrumento para determinar la materia orgánica presente en el agua: Demás trabajos - Demás trabajos - Póster
Los materiales ópticos como instrumento para determinar la materia orgánica presente en el agua: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","Instituto Tecnológico De Costa Rica: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2013
Luz Patricia Naranjo Riano,31 Congreso latinoamericano de Química, Congreso,Fajardo   - Hotel Sheraton,Internacional,"CURVA DE CALIBRACIÓN PARA DETERMINAR EL NIVEL DE MATERIA ORGÁNICA EN EL AGUA A PARTIR DE LA ABSORCIÓN DEL FTALATO DE POTASIO: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2014
Luz Patricia Naranjo Riano,Contribución de las Ciencias Básicas al desarrollo del Agro, Simposio,CAJICÁ   - Universidad Militar Nueva Granada,Nacional,"DETERMINACIÓN DE LA MATERIA ORGÁNICA PRESENTE EN EL AGUA A PARTIR DE LA ABSORCIÓN DEL FTALATO DE POTASIO: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2015
Luz Patricia Naranjo Riano,OSA Latin America Optics & Photonics Conference (LAOP), Congreso,MEDELLÍN   - Ruta N,Internacional,"Optic Method to Determine the Organic Matter Level on Water Using Phthalate Potassium: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
Optic Method to Determine the Organic Matter Level on Water Using Phthalate Potassium: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","HECTOR MAURICIO HERNANDEZ SARABIA: Ponente
LUZ PATRICIA NARANJO RIANO: Asistente
",2016
Luz Patricia Naranjo Riano, Latin American Optics and Photonics (LAOP) Conference, Congreso,MEDELLÍN   - Ruta N,Internacional,"Enhanced Luminescence of CaF2-B2O3 with Silver Nanoparticles: Producción técnica - Presentación de trabajo - Ponencia
Enhanced blue photoluminescence of B2O3-CaF2 glass-ceramics containing silver nanoparticles: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","CID DE ARAUJO: Asistente
LUZ PATRICIA NARANJO RIANO: Ponente
",2016
Luz Patricia Naranjo Riano,Latin America Optics & Photonics Conference (LAOP 2022), Otro,Recife   - RECIFE-BRASIL,Internacional,"Influence of silver nanoparticles on the optical properties of B2O3¿CaF2 glass-ceramics containing CaF2 nanocrystals and doped with Pr3+and Eu3+: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LUZ PATRICIA NARANJO RIANO: Ponente
",2022
Lida Marcela Franco Pérez,XLVIII Congreso Nacional de Ciencias Biológicas, Congreso,"BOGOTÁ, D.C.   - UNIVERSIDAD DEL BOSQUE, BOGOTA",Internacional,"Anidamiento comunal o ¿huddling¿: mecanismos proximales y consecuencias ecológicas en un marsupial amenazado- monito del monte (Dromiciops gliroides): Producción técnica - Presentación de trabajo - Ponencia
RESUMEN: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","Asociación Colombiana De Ciencias Biológicas - A.C.C.B.: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2013
Lida Marcela Franco Pérez,XLVIII Congreso Nacional de Ciencias Biológicas, Congreso,"BOGOTÁ, D.C.   - UNIVERSIDAD DEL BOSQUE, BOGOTA",Nacional,"Interacciones tróficas de un carnívoro amenazado, la nutria de río Sudamericana (Lontra provocax): un análisis de isotopos estables: Producción técnica - Presentación de trabajo - Ponencia
","Asociación Colombiana De Ciencias Biológicas - A.C.C.B.: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2013
Lida Marcela Franco Pérez,V Reunión Binacional de Ecología y XX Reunión de la Sociedad de Ecología de chile, Congreso,"Puerto Varas   - PUERTO VARAS, HOTEL PATAGONICO, CHILE",Internacional,"Ecofisiología del sopor en mamíferos hibernantes: rol nutricional de los ácidos grasos en Dromiciops gliroides.: Producción técnica - Presentación de trabajo - Ponencia
Regulación estacional de parámetros fisiológicos bioquímicos y hormonales en un marsupial hibernante (Dromiciops gliroides).: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
Ecofisiología del sopor en mamíferos hibernantes: rol nutricional de los ácidos grasos en Dromiciops gliroides. Resumen: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","SOCIEDAD DE ECOLOGIA DE CHILE: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2013
Lida Marcela Franco Pérez,Congreso Colombiano de Mastozoología y III Congreso Latinoamericano de Mastozoología, Congreso,"BOGOTÁ, D.C.   - UNIVERSIDAD DISTRITAL DE COLOMBIA",Internacional,"Supervivencia en ambientes extremos: estrategias fisiológicas y conductuales de un marsupial sudamericano en un clima cambiante: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2015
Lida Marcela Franco Pérez,"1era reunión conjunta de Botánica, Ecología y Evolución", Congreso,CONCEPCION   - UNIVERSIDAD DE CONCEPCION,Internacional,"Poder aeróbico y la eficiencia de estrategias de ahorro energético en el marsupial Sudamericano, Dromiciops gliroides: Producción técnica - Presentación de trabajo - Ponencia
Efecto de dieta de ácidos grasos en el sopor en el marsupial Dromiciops gliroides: Producción técnica - Presentación de trabajo - Ponencia
","SOCIEDAD DE ECOLOGIA DE CHILE: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2012
Lida Marcela Franco Pérez,Congreso Colombiano de Mastozoología y III Congreso Latinoamericano de Mastozoología, Congreso,"BOGOTÁ, D.C.   - UNIVERSIDAD DISTRITAL DE COLOMBIA",Internacional,"Importancia de los depredadores tope en la conservación de ecosistemas vulnerables: el caso de Lontra longicaudis en sistemas dulceacuícolas del Departamento de Caldas: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2015
Lida Marcela Franco Pérez,Annual meeting the Society for Integrative and Comparative Biology, Congreso,"CHARLESSTON   - CHARLESSTON, USA",Internacional,"Thermorregulatory capacities and energy-saving strategies in the South American marsupial, Dromiciops gliroides: Producción técnica - Presentación de trabajo - Ponencia
","Society for Integrative and Comparative Biology: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2012
Lida Marcela Franco Pérez,LIV Reunión Anual de la Sociedad de Biología de Chile, Congreso,"Puerto Varas   - PUERTO VARAS, HOTEL PATAGONICO, CHILE",Internacional,"Papel del anidamiento comunal en el ahorro energético durante la hibernación en el monito de monte (Dromiciops gliroides): Producción técnica - Presentación de trabajo - Ponencia
","Sociedad De Biología De Chile: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2011
Lida Marcela Franco Pérez,Société québécoise pour l'étude biologique du comportement (SQÉBC), Congreso,"SHERBROOKE   - SHERBROOKE, CANADA",Internacional,"Thermorregulatory capacities and energy-saving strategies in the South American marsupial, Dromiciops gliroides: Producción técnica - Presentación de trabajo - Ponencia
","Société québécoise pour l'étude biologique du comportement: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2011
Lida Marcela Franco Pérez,10 th International Mammalogical Congress, Congreso,"MENDOZA   - PARQUE SAN MARTIN, MENDOZA ARGENTINA",Internacional,"Huddling behavior during torpor: proximal mechanisms and ecological consequences in an ancestral marsupial ¿ the Monito de Monte (Dromiciops gliroides): Producción técnica - Presentación de trabajo - Ponencia
","Intermational Mammalogical Congress: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2009
Lida Marcela Franco Pérez,Annual meeting the Society for Integrative and Comparative Biology, Congreso,"MASSACHUSETS   - BOSTON, MASSACHUSETS, USA",Internacional,"Activity patterns and huddling behavior in the rare austral marsupial (Dromiciops gliroides): Producción técnica - Presentación de trabajo - Ponencia
","The Society For Integrative And Comparative Biology: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2009
Lida Marcela Franco Pérez,Reunión Anual de la Sociedad de Ecología de Chile, Congreso,"Valdivia   - UNIVERSIDAD AUSTRAL DE CHILE, VALDIVIA-CHILE",Internacional,"Agrupamiento durante el sopor: consecuencias ecológicas en el marsupial Austral, monito de monte (Dromiciops gliroides): Producción técnica - Presentación de trabajo - Ponencia
","SOCIEDAD DE ECOLOGIA DE CHILE: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2009
Lida Marcela Franco Pérez,"XIII Reunión de trabajo de Especialistas en Mamíferos Acuáticos de América del  Sur, 7º Congreso SOLAMAC", Congreso,"Montevideo   - UNIVERSIDAD DE LA REPUBLICA, MONTEVIDEO- URUGUAY",Internacional,"Variación estacional de la dieta de la nutria de rio (Lontra provocax): compromiso entre disponibilidad de presas, retorno energético y estrategias de forrajeo: Producción técnica - Presentación de trabajo - Ponencia
","SOLAMA: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2008
Lida Marcela Franco Pérez,"XIII Reunión de trabajo de Especialistas en Mamíferos Acuáticos de América del  Sur, 7º Congreso SOLAMAC", Congreso,"Montevideo   - UNIVERSIDAD DE LA REPUBLICA, MONTEVIDEO- URUGUAY",Internacional,"Distribución y uso de hábitat de la nutria de rio Lontra provocax en el humedal Rio Cruces ¿Santuario de la Naturaleza Carlos Adwanter¿, Sur de Chile: Producción técnica - Presentación de trabajo - Ponencia
Distribución y dieta de dos mustélidos simpátricos (Lontra provocax y Mustela vison) en Isla Kent ¿Archipiélago de los Chonos, Sur de Chile: Producción técnica - Presentación de trabajo - Ponencia
","SOLAMA: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2008
Lida Marcela Franco Pérez,"The 9th International Congress of Comparative Physiology and Biochemistry, From Molecules to Macrophysiology", Congreso, Kraków   - Jagiellonian University,Internacional,"Seasonal regulation of physiological, biochemical and hormonal parameters in a Neotropical marsupial, Dromiciops gliroides: Producción técnica - Presentación de trabajo - Ponencia
","Jagiellonian University: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2015
Lida Marcela Franco Pérez,Reunión Anual de la Sociedad de Ecología de Chile, Congreso,"Pucon   - GRAN HOTEL PUCON, CHILE",Internacional,"Patrones de actividad y agrupamiento en el raro marsupial Austral monito de monte (Dromiciops gliroides): Producción técnica - Presentación de trabajo - Ponencia
","SOCIEDAD DE ECOLOGIA DE CHILE: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2008
Lida Marcela Franco Pérez,IUCN Xth  Internacional Otter Colloquium, Congreso,"HWACHEON   - HWACHEON, GANGWON, COREA DEL SUR",Internacional,"Prey selection and trophic position of Southern River otter (Lontra provocax) in the wetland ¿Santuario de la Naturaleza Carlos Adwandter¿, Southern Chile: A stable isotope analysis.: Producción técnica - Presentación de trabajo - Ponencia
","OTTER SPECIALIST GROUP: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2007
Lida Marcela Franco Pérez,III Reunión Binacional de ECOLOGIA, Congreso,"La Serena   - UNIVERSIDAD DE LA SERENA, LA SERENA-CHILE",Internacional,"Compromiso entre disponibilidad de presas, retorno energético y estrategias de forrajeo.: Producción técnica - Presentación de trabajo - Ponencia
","SOCIEDAD DE ECOLOGIA DE CHILE: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2007
Lida Marcela Franco Pérez,XXX International Ethological Conference, Congreso,HALIFAX   - HALIFAX- NOVA SCOTIA-CANADA,Internacional,"Microgeographical variation in song dialects of Rufous-collared sparrow (Zonotrichia capensis): Importance of intra and inter-individual variability in song displays and interpopulational recognition: Producción técnica - Presentación de trabajo - Ponencia
","SOCIETY OF BEHAVIORAL ECOLOGY: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2007
Lida Marcela Franco Pérez,VIII Congreso de Ornitología Neotropical, Congreso,"MATURIN   - MATURIN, VENEZUELA",Internacional,"Variación microgeográfica de dialectos de canto en el chincol (Zonotrichia capensis): ¿Los repertorios de cantos individuales pueden explicar la diferenciación interpoblacional?: Producción técnica - Presentación de trabajo - Ponencia
","SOCIEDAD DE ORNITOLOGIA NEOTROPICAL: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2007
Lida Marcela Franco Pérez,50° Reunión Anual de la Sociedad de Biología de Chile, Congreso,"Pucon   - GRAN HOTEL PUCON, CHILE",Internacional,"Distribución de la nutria de río Sudamericana Lontra provocax en el humedal ¿Santuario de la Naturaleza Carlos Adwanter¿ y sus tributarios, Valdivia-Chile.: Producción técnica - Presentación de trabajo - Ponencia
","Sociedad De Biología De Chile: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2007
Lida Marcela Franco Pérez,Primer Congreso Internacional SERVICIOS ECOSISTÉMICOS EN LOS NEOTRÓPICOS: ESTADO DEL ARTE Y DESAFÍOS FUTUROS, Congreso,"Valdivia   - UNIVERSIDAD AUSTRAL DE CHILE, VALDIVIA-CHILE",Internacional,"Selection of type and size of prey by Southern River Otter (Lontra provocax) in different environments: Effects over community structure and biodiversity: Producción técnica - Presentación de trabajo - Ponencia
","FORECOS: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2006
Lida Marcela Franco Pérez,1a Reunión Internacional sobre el estudio de los Mamíferos Acuáticos SOMEMMA-SOLAMAC. ¿Areas Naturales Protegidas: una estrategia de Conservación¿, Congreso,Mérida   - MÉRIDA-MÉXICO,Internacional,"Ecología trófica del Huillín Lontra provocax, dentro del Santuario de la Naturaleza Carlos Andwanter, Valdivia, Chile: ¿Existe selección por tipo y/o tamaño de presa?: Producción técnica - Presentación de trabajo - Ponencia
","SOMEMMA-SOLAMAC: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2006
Lida Marcela Franco Pérez,"VII Seminario Colombiano de Limnología - I Reunión Internacional sobre Ríos y Humedales Neotropicales, Neolimnos", Congreso,"IBAGUÉ   - UNIVERSIDAD DEL TOLIMA, IBAGUE-TOLIMA",Nacional,"Ecología trófica de la nutria de río Sudamericana Lontra provocax, en el humedal ¿Santuario de la Naturaleza Carlos Andwanter¿, sur de Chile.: Producción técnica - Presentación de trabajo - Ponencia
","Asociación Colombiana De Limnología: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2006
Lida Marcela Franco Pérez,XV Reunión Anual Sociedad de Ecología de Chile, Congreso,"La Serena   - UNIVERSIDAD DE LA SERENA, LA SERENA-CHILE",Internacional,"Selección trófica del Huillín Lontra provocax, dentro del Santuario de la Naturaleza Carlos Andwanter, Valdivia, Chile: ¿El consumo de presas esta determinado por la abundancia y disponibilidad de recursos en el ambiente?: Producción técnica - Presentación de trabajo - Ponencia
Variación microgeográfica de dialectos de canto en el chincol (Zonotrichia capensis): ¿El tamaño de los repertorios de canto individual pueden explicar la diferenciación interpoblacional?: Producción técnica - Presentación de trabajo - Ponencia
","SOCIEDAD DE ECOLOGIA DE CHILE: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2006
Lida Marcela Franco Pérez,1er Congreso Biociencias, Congreso,"Valdivia   - FACULTAD DE CIENCIAS, UNIVERSIDAD AUSTRAL DE CHILE. VALDIVIA-CHILE",Internacional,"¿Heterogeneidad ambiental, oferta trófica y selección de presa del Huillín Lontra provocax, dentro del Santuario de la Naturaleza Carlos Andwanter¿, Valdivia, Chile.: Producción técnica - Presentación de trabajo - Ponencia
","ESCUELA DE CIENCIAS, UACH: Patrocinadora
","LIDA MARCELA FRANCO PEREZ: Ponente
",2006
